text,start,destination,start_surface,destination_surface,source_type,context_type,split
종각에 에서 잠실역이 까지 다른 방법 알려줘,종각역,잠실역,종각에,잠실역이,all_noisy_station_surface,alternative_route,train
홍대입구 에서 출발해서 청량리 역 까지 가고 싶어요,홍대입구역,청량리역,홍대입구,청량리 역,all_noisy_station_surface,route_search,train
목동 여기 에서 이태원 역 까지 막차 끊겼나요,목동역,이태원역,목동 여기,이태원 역,all_noisy_station_surface,last_train_check,train
홍제약 에서 석촌력 까지 마지막 지하철 있어,홍제역,석촌역,홍제약,석촌력,all_noisy_station_surface,last_train_check,train
서울 녁 에서 을지로입고 까지 지금 지하철 탈 수 있어,서울역,을지로입구역,서울 녁,을지로입고,all_noisy_station_surface,subway_availability_check,train
홍대입국역 에서 문정 까지 택시 말고 가는 방법 있어,홍대입구역,문정역,홍대입국역,문정,all_noisy_station_surface,alternative_route,train
신설동에 에서 신촌 여기 까지 환승 적은 경로 알려줘,신설동역,신촌역,신설동에,신촌 여기,all_noisy_station_surface,route_search,train
개봉력 에서 동대문 역사문화 공원역 까지 지하철 운행 중이야,개봉역,동대문역사문화공원역,개봉력,동대문 역사문화 공원역,all_noisy_station_surface,subway_availability_check,train
교대 여기 방향 막차 연신내약 에서 탈 수 있나요,연신내역,교대역,연신내약,교대 여기,all_noisy_station_surface,last_train_check,train
수유역이 출발 공덕력 도착 경로 알려줘,수유역,공덕역,수유역이,공덕력,all_noisy_station_surface,route_search,train
서월역 까지 가야 하는데 숙대 이꾸역 에서 어떻게 가요,숙대입구역,서울역,숙대 이꾸역,서월역,all_noisy_station_surface,route_search,train
회현역이 에서 용산역이 까지 지하철 운행 중이야,회현역,용산역,회현역이,용산역이,all_noisy_station_surface,subway_availability_check,train
개봉에 부터 신설동 까지 대중교통 알려줘,개봉역,신설동역,개봉에,신설동,all_noisy_station_surface,route_search,train
강변역이 에서 종로3가역이 까지 제일 쉬운 길 알려줘,강변역,종로3가역,강변역이,종로3가역이,all_noisy_station_surface,route_search,train
홍대입고역 출발 사울약 도착 경로 알려줘,홍대입구역,서울역,홍대입고역,사울약,all_noisy_station_surface,route_search,train
강동 역 에서 방이역이 까지 가고 싶어요,강동역,방이역,강동 역,방이역이,all_noisy_station_surface,route_search,train
회현 여기 에서 선릉 역 까지 막차 끊겼으면 어떻게 가,회현역,선릉역,회현 여기,선릉 역,all_noisy_station_surface,alternative_route,train
불광약 에서 출발해서 서월역 까지 가고 싶어요,불광역,서울역,불광약,서월역,all_noisy_station_surface,route_search,train
명동약 에서 영등포역이 까지 다른 방법 알려줘,명동역,영등포역,명동약,영등포역이,all_noisy_station_surface,alternative_route,train
공덕에 에서 한성데입구 까지 막차 끊겼나요,공덕역,한성대입구역,공덕에,한성데입구,all_noisy_station_surface,last_train_check,train
시청력 에서 숙대 입구역 까지 택시 말고 가는 방법 있어,시청역,숙대입구역,시청력,숙대 입구역,all_noisy_station_surface,alternative_route,train
종각 에서 출발해서 봉은사 까지 가고 싶어요,종각역,봉은사역,종각,봉은사,all_noisy_station_surface,route_search,train
합정 역 에서 상수에 까지 어떻게 가나요,합정역,상수역,합정 역,상수에,all_noisy_station_surface,route_search,train
마포구청에 에서 무악 재 까지 지하철 없으면 버스로 갈 수 있어요,마포구청역,무악재역,마포구청에,무악 재,all_noisy_station_surface,alternative_route,train
숙대입구력 방향 막차 강남에 에서 탈 수 있나요,강남역,숙대입구역,강남에,숙대입구력,all_noisy_station_surface,last_train_check,train
동대문 역 에서 가산디지털 단지역 까지 마지막 지하철 있어,동대문역,가산디지털단지역,동대문 역,가산디지털 단지역,all_noisy_station_surface,last_train_check,train
영등포에 출발 노량진에 도착 경로 알려줘,영등포역,노량진역,영등포에,노량진에,all_noisy_station_surface,route_search,train
홍대입고 에서 숙대 입고 까지 가는 길 알려줘,홍대입구역,숙대입구역,홍대입고,숙대 입고,all_noisy_station_surface,route_search,train
영등 포 부터 신림 역 까지 대중교통 알려줘,영등포역,신림역,영등 포,신림 역,all_noisy_station_surface,route_search,train
마포구청 에서 이촌 여기 까지 어떻게 가나요,마포구청역,이촌역,마포구청,이촌 여기,all_noisy_station_surface,route_search,train
명동에 에서 가디역 까지 환승 적은 경로 알려줘,명동역,가산디지털단지역,명동에,가디역,all_noisy_station_surface,route_search,train
회현약 에서 데치 까지 가고 싶어요,회현역,대치역,회현약,데치,all_noisy_station_surface,route_search,train
지금 화곡력 에서 시청 까지 막차 탈 수 있어,화곡역,시청역,화곡력,시청,all_noisy_station_surface,last_train_check,train
지금 홍데입구 에서 숙대입구 까지 막차 탈 수 있어,홍대입구역,숙대입구역,홍데입구,숙대입구,all_noisy_station_surface,last_train_check,train
홍대 입구역 에서 숙대 입국역 까지 다른 방법 알려줘,홍대입구역,숙대입구역,홍대 입구역,숙대 입국역,all_noisy_station_surface,alternative_route,train
숙대 입구역 에서 서울력 까지 다른 방법 알려줘,숙대입구역,서울역,숙대 입구역,서울력,all_noisy_station_surface,alternative_route,train
아현력 에서 종각 여기 까지 지금 지하철 탈 수 있어,아현역,종각역,아현력,종각 여기,all_noisy_station_surface,subway_availability_check,train
지금 숙대 입국역 에서 서울역이 까지 막차 탈 수 있어,숙대입구역,서울역,숙대 입국역,서울역이,all_noisy_station_surface,last_train_check,train
성수 역 에서 불광역이 까지 지하철 운행 중이야,성수역,불광역,성수 역,불광역이,all_noisy_station_surface,subway_availability_check,train
시청력 에서 숙데입구 까지 막차 끊겼으면 어떻게 가,시청역,숙대입구역,시청력,숙데입구,all_noisy_station_surface,alternative_route,train
독립문 에서 녹번 역 까지 마지막 지하철 있어,독립문역,녹번역,독립문,녹번 역,all_noisy_station_surface,last_train_check,train
녹사평약 출발 불광약 도착 경로 알려줘,녹사평역,불광역,녹사평약,불광약,all_noisy_station_surface,route_search,train
을지로 입구 여기 에서 오금 여기 까지 환승 적은 경로 알려줘,을지로입구역,오금역,을지로 입구 여기,오금 여기,all_noisy_station_surface,route_search,train
신촌역이 에서 구의 여기 까지 택시 말고 가는 방법 있어,신촌역,구의역,신촌역이,구의 여기,all_noisy_station_surface,alternative_route,train
서울 역 에서 숙대입구약 까지 제일 쉬운 길 알려줘,서울역,숙대입구역,서울 역,숙대입구약,all_noisy_station_surface,route_search,train
용산역이 에서 목동 까지 지하철 운행 중이야,용산역,목동역,용산역이,목동,all_noisy_station_surface,subway_availability_check,train
우장산약 출발 구의력 도착 경로 알려줘,우장산역,구의역,우장산약,구의력,all_noisy_station_surface,route_search,train
연신내 여기 에서 왕십리력 까지 가고 싶어요,연신내역,왕십리역,연신내 여기,왕십리력,all_noisy_station_surface,route_search,train
송파약 에서 혜화에 까지 가고 싶어요,송파역,혜화역,송파약,혜화에,all_noisy_station_surface,route_search,train
서울에 까지 가야 하는데 홍대 입구 여기 에서 어떻게 가요,홍대입구역,서울역,홍대 입구 여기,서울에,all_noisy_station_surface,route_search,train
마곡 에서 상수약 까지 가고 싶어요,마곡역,상수역,마곡,상수약,all_noisy_station_surface,route_search,train
노량진력 에서 출발해서 신설동력 까지 가고 싶어요,노량진역,신설동역,노량진력,신설동력,all_noisy_station_surface,route_search,train
우장산약 에서 봉은사력 까지 제일 쉬운 길 알려줘,우장산역,봉은사역,우장산약,봉은사력,all_noisy_station_surface,route_search,train
대치약 에서 성신여대입구약 까지 가는 길 알려줘,대치역,성신여대입구역,대치약,성신여대입구약,all_noisy_station_surface,route_search,train
혜화 역 에서 한강진약 까지 다른 방법 알려줘,혜화역,한강진역,혜화 역,한강진약,all_noisy_station_surface,alternative_route,train
을지로입구역이 에서 서울 까지 가는 길 알려줘,을지로입구역,서울역,을지로입구역이,서울,all_noisy_station_surface,route_search,train
종각 여기 까지 가야 하는데 마포역이 에서 어떻게 가요,마포역,종각역,마포역이,종각 여기,all_noisy_station_surface,route_search,train
가산디지털단지 출발 마곡약 도착 경로 알려줘,가산디지털단지역,마곡역,가산디지털단지,마곡약,all_noisy_station_surface,route_search,train
우장산 여기 방향 막차 뚝섬역이 에서 탈 수 있나요,뚝섬역,우장산역,뚝섬역이,우장산 여기,all_noisy_station_surface,last_train_check,train
양재 역 부터 신설동 역 까지 대중교통 알려줘,양재역,신설동역,양재 역,신설동 역,all_noisy_station_surface,route_search,train
가락시장 역 부터 혜화 까지 대중교통 알려줘,가락시장역,혜화역,가락시장 역,혜화,all_noisy_station_surface,route_search,train
도곡 역 에서 출발해서 오목교약 까지 가고 싶어요,도곡역,오목교역,도곡 역,오목교약,all_noisy_station_surface,route_search,train
시청에 에서 숙대 이꾸역 까지 막차 남았어,시청역,숙대입구역,시청에,숙대 이꾸역,all_noisy_station_surface,last_train_check,train
마곡약 에서 이촌 역 까지 가고 싶어요,마곡역,이촌역,마곡약,이촌 역,all_noisy_station_surface,route_search,train
을지 로입구 방향 막차 사울역 에서 탈 수 있나요,서울역,을지로입구역,사울역,을지 로입구,all_noisy_station_surface,last_train_check,train
서을역 에서 숙대입구력 까지 가고 싶어요,서울역,숙대입구역,서을역,숙대입구력,all_noisy_station_surface,route_search,train
애오개약 에서 역삼력 까지 가는 길 알려줘,애오개역,역삼역,애오개약,역삼력,all_noisy_station_surface,route_search,train
강남 에서 숙대 입고 여기 까지 택시 말고 가는 방법 있어,강남역,숙대입구역,강남,숙대 입고 여기,all_noisy_station_surface,alternative_route,train
서울약 에서 홍대 입구 까지 환승 적은 경로 알려줘,서울역,홍대입구역,서울약,홍대 입구,all_noisy_station_surface,route_search,train
구로디지털단지 역 출발 동대문역이 도착 경로 알려줘,구로디지털단지역,동대문역,구로디지털단지 역,동대문역이,all_noisy_station_surface,route_search,train
숙대입구 까지 가야 하는데 강남 역 에서 어떻게 가요,강남역,숙대입구역,강남 역,숙대입구,all_noisy_station_surface,route_search,train
신설 동 에서 구파발 여기 까지 제일 쉬운 길 알려줘,신설동역,구파발역,신설 동,구파발 여기,all_noisy_station_surface,route_search,train
월드컵 경기장 에서 녹사평약 까지 막차 남았어,월드컵경기장역,녹사평역,월드컵 경기장,녹사평약,all_noisy_station_surface,last_train_check,train
서울 여기 에서 숙대입구 까지 가고 싶어요,서울역,숙대입구역,서울 여기,숙대입구,all_noisy_station_surface,route_search,train
디지털미디어시티력 에서 출발해서 오금력 까지 가고 싶어요,디지털미디어시티역,오금역,디지털미디어시티력,오금력,all_noisy_station_surface,route_search,train
화곡 역 에서 연신내역이 까지 막차 끊겼나요,화곡역,연신내역,화곡 역,연신내역이,all_noisy_station_surface,last_train_check,train
서울 녁 에서 숙대 입구 까지 지하철 없으면 버스로 갈 수 있어요,서울역,숙대입구역,서울 녁,숙대 입구,all_noisy_station_surface,alternative_route,train
한강진력 에서 출발해서 압구정로데오 까지 가고 싶어요,한강진역,압구정로데오역,한강진력,압구정로데오,all_noisy_station_surface,route_search,train
서울역이 출발 을지로 입고 도착 경로 알려줘,서울역,을지로입구역,서울역이,을지로 입고,all_noisy_station_surface,route_search,train
구로역이 에서 종각에 까지 환승 적은 경로 알려줘,구로역,종각역,구로역이,종각에,all_noisy_station_surface,route_search,train
여의도약 까지 가야 하는데 매봉 역 에서 어떻게 가요,매봉역,여의도역,매봉 역,여의도약,all_noisy_station_surface,route_search,train
지금 김포공항 여기 에서 제기동에 까지 막차 탈 수 있어,김포공항역,제기동역,김포공항 여기,제기동에,all_noisy_station_surface,last_train_check,train
아현 에서 출발해서 잠실새내력 까지 가고 싶어요,아현역,잠실새내역,아현,잠실새내력,all_noisy_station_surface,route_search,train
압구 정 에서 화곡에 까지 지하철 없으면 버스로 갈 수 있어요,압구정역,화곡역,압구 정,화곡에,all_noisy_station_surface,alternative_route,train
월드컵경기장약 에서 광화문 여기 까지 지하철 운행 중이야,월드컵경기장역,광화문역,월드컵경기장약,광화문 여기,all_noisy_station_surface,subway_availability_check,train
상봉에 에서 광화문약 까지 제일 쉬운 길 알려줘,상봉역,광화문역,상봉에,광화문약,all_noisy_station_surface,route_search,train
뚝섬력 에서 한성데입구 까지 지하철 운행 중이야,뚝섬역,한성대입구역,뚝섬력,한성데입구,all_noisy_station_surface,subway_availability_check,train
시청 여기 에서 숙대 입고 여기 까지 가고 싶어요,시청역,숙대입구역,시청 여기,숙대 입고 여기,all_noisy_station_surface,route_search,train
사울약 에서 홍대 입구 여기 까지 택시 말고 가는 방법 있어,서울역,홍대입구역,사울약,홍대 입구 여기,all_noisy_station_surface,alternative_route,train
홍대입고 부터 서울 까지 대중교통 알려줘,홍대입구역,서울역,홍대입고,서울,all_noisy_station_surface,route_search,train
숙대입구역이 부터 사당 역 까지 대중교통 알려줘,숙대입구역,사당역,숙대입구역이,사당 역,all_noisy_station_surface,route_search,train
압구 정로데오 에서 오목교 역 까지 다른 방법 알려줘,압구정로데오역,오목교역,압구 정로데오,오목교 역,all_noisy_station_surface,alternative_route,train
오목교력 출발 뚝섬약 도착 경로 알려줘,오목교역,뚝섬역,오목교력,뚝섬약,all_noisy_station_surface,route_search,train
을지로 이꾸역 부터 신설동력 까지 대중교통 알려줘,을지로입구역,신설동역,을지로 이꾸역,신설동력,all_noisy_station_surface,route_search,train
망원 여기 에서 오목교에 까지 지하철 운행 중이야,망원역,오목교역,망원 여기,오목교에,all_noisy_station_surface,subway_availability_check,train
사당에 에서 서월역 까지 지금 지하철 탈 수 있어,사당역,서울역,사당에,서월역,all_noisy_station_surface,subway_availability_check,train
숙대 입구역 까지 가야 하는데 강남약 에서 어떻게 가요,강남역,숙대입구역,강남약,숙대 입구역,all_noisy_station_surface,route_search,train
압구정 로데오역 에서 월드컵경기장 여기 까지 어떻게 가나요,압구정로데오역,월드컵경기장역,압구정 로데오역,월드컵경기장 여기,all_noisy_station_surface,route_search,train
봉은사 여기 출발 수서 도착 경로 알려줘,봉은사역,수서역,봉은사 여기,수서,all_noisy_station_surface,route_search,train
구파발 여기 부터 녹사평약 까지 대중교통 알려줘,구파발역,녹사평역,구파발 여기,녹사평약,all_noisy_station_surface,route_search,train
용산에 에서 신설동에 까지 택시 말고 가는 방법 있어,용산역,신설동역,용산에,신설동에,all_noisy_station_surface,alternative_route,train
고속터미널력 에서 압구정에 까지 어떻게 가나요,고속터미널역,압구정역,고속터미널력,압구정에,all_noisy_station_surface,route_search,train
홍대입구 여기 출발 서을역 도착 경로 알려줘,홍대입구역,서울역,홍대입구 여기,서을역,all_noisy_station_surface,route_search,train
양재 에서 마포구청력 까지 환승 적은 경로 알려줘,양재역,마포구청역,양재,마포구청력,all_noisy_station_surface,route_search,train
제기동약 에서 월드컵경기장 까지 지하철 운행 중이야,제기동역,월드컵경기장역,제기동약,월드컵경기장,all_noisy_station_surface,subway_availability_check,train
신도림 역 부터 구로디지털단지 까지 대중교통 알려줘,신도림역,구로디지털단지역,신도림 역,구로디지털단지,all_noisy_station_surface,route_search,train
서울에 에서 숙대입구력 까지 마지막 지하철 있어,서울역,숙대입구역,서울에,숙대입구력,all_noisy_station_surface,last_train_check,train
공덕 여기 방향 막차 개봉에 에서 탈 수 있나요,개봉역,공덕역,개봉에,공덕 여기,all_noisy_station_surface,last_train_check,train
방이 에서 공덕 역 까지 환승 적은 경로 알려줘,방이역,공덕역,방이,공덕 역,all_noisy_station_surface,route_search,train
강남력 에서 숙대 입구 까지 지하철 없으면 버스로 갈 수 있어요,강남역,숙대입구역,강남력,숙대 입구,all_noisy_station_surface,alternative_route,train
삼성역이 까지 가야 하는데 신도림 여기 에서 어떻게 가요,신도림역,삼성역,신도림 여기,삼성역이,all_noisy_station_surface,route_search,train
서울 에서 을지로 입구역 까지 다른 방법 알려줘,서울역,을지로입구역,서울,을지로 입구역,all_noisy_station_surface,alternative_route,train
월드컵경기장력 부터 한강 진 까지 대중교통 알려줘,월드컵경기장역,한강진역,월드컵경기장력,한강 진,all_noisy_station_surface,route_search,train
사울약 출발 을지로입구에 도착 경로 알려줘,서울역,을지로입구역,사울약,을지로입구에,all_noisy_station_surface,route_search,train
신설동력 에서 공덕 역 까지 막차 남았어,신설동역,공덕역,신설동력,공덕 역,all_noisy_station_surface,last_train_check,train
숙대 입구 에서 출발해서 서울역이 까지 가고 싶어요,숙대입구역,서울역,숙대 입구,서울역이,all_noisy_station_surface,route_search,train
강남력 에서 녹사평 역 까지 가고 싶어요,강남역,녹사평역,강남력,녹사평 역,all_noisy_station_surface,route_search,train
지금 가락 시장 에서 대림 까지 막차 탈 수 있어,가락시장역,대림역,가락 시장,대림,all_noisy_station_surface,last_train_check,train
명동역이 에서 이태원 여기 까지 어떻게 가나요,명동역,이태원역,명동역이,이태원 여기,all_noisy_station_surface,route_search,train
강남역이 에서 숙대입구역이 까지 택시 말고 가는 방법 있어,강남역,숙대입구역,강남역이,숙대입구역이,all_noisy_station_surface,alternative_route,train
사당약 에서 서울에 까지 지하철 없으면 버스로 갈 수 있어요,사당역,서울역,사당약,서울에,all_noisy_station_surface,alternative_route,train
종각약 에서 둔촌동 역 까지 막차 끊겼나요,종각역,둔촌동역,종각약,둔촌동 역,all_noisy_station_surface,last_train_check,train
신도림약 부터 화곡 여기 까지 대중교통 알려줘,신도림역,화곡역,신도림약,화곡 여기,all_noisy_station_surface,route_search,train
한성대입구 역 에서 도곡 까지 마지막 지하철 있어,한성대입구역,도곡역,한성대입구 역,도곡,all_noisy_station_surface,last_train_check,train
서울역이 에서 홍대입구 여기 까지 제일 쉬운 길 알려줘,서울역,홍대입구역,서울역이,홍대입구 여기,all_noisy_station_surface,route_search,train
홍대 입고 출발 숙대 입구역 도착 경로 알려줘,홍대입구역,숙대입구역,홍대 입고,숙대 입구역,all_noisy_station_surface,route_search,train
용산에 에서 을지로입구에 까지 막차 끊겼나요,용산역,을지로입구역,용산에,을지로입구에,all_noisy_station_surface,last_train_check,train
서월역 까지 가야 하는데 숙대 입구역 에서 어떻게 가요,숙대입구역,서울역,숙대 입구역,서월역,all_noisy_station_surface,route_search,train
시청역이 부터 숙대입구 까지 대중교통 알려줘,시청역,숙대입구역,시청역이,숙대입구,all_noisy_station_surface,route_search,train
종합운동장 출발 신촌 역 도착 경로 알려줘,종합운동장역,신촌역,종합운동장,신촌 역,all_noisy_station_surface,route_search,train
수유약 출발 노량 진 도착 경로 알려줘,수유역,노량진역,수유약,노량 진,all_noisy_station_surface,route_search,train
을지로입구 여기 에서 서울에 까지 어떻게 가나요,을지로입구역,서울역,을지로입구 여기,서울에,all_noisy_station_surface,route_search,train
숙대입구역이 에서 서월역 까지 막차 남았어,숙대입구역,서울역,숙대입구역이,서월역,all_noisy_station_surface,last_train_check,train
사당 에서 서월역 까지 지금 지하철 탈 수 있어,사당역,서울역,사당,서월역,all_noisy_station_surface,subway_availability_check,train
가락시장에 에서 서울약 까지 막차 남았어,가락시장역,서울역,가락시장에,서울약,all_noisy_station_surface,last_train_check,train
숙대입구 역 에서 서울 녁 까지 막차 끊겼나요,숙대입구역,서울역,숙대입구 역,서울 녁,all_noisy_station_surface,last_train_check,train
지금 봉은사력 에서 압구정에 까지 막차 탈 수 있어,봉은사역,압구정역,봉은사력,압구정에,all_noisy_station_surface,last_train_check,train
강남 여기 에서 숙대입고 까지 지하철 없으면 버스로 갈 수 있어요,강남역,숙대입구역,강남 여기,숙대입고,all_noisy_station_surface,alternative_route,train
충정로력 에서 출발해서 동대 문 까지 가고 싶어요,충정로역,동대문역,충정로력,동대 문,all_noisy_station_surface,route_search,train
개봉에 에서 문정력 까지 지하철 운행 중이야,개봉역,문정역,개봉에,문정력,all_noisy_station_surface,subway_availability_check,train
을지로 입구역 방향 막차 용산 에서 탈 수 있나요,용산역,을지로입구역,용산,을지로 입구역,all_noisy_station_surface,last_train_check,train
망원역이 에서 여의도에 까지 지하철 운행 중이야,망원역,여의도역,망원역이,여의도에,all_noisy_station_surface,subway_availability_check,train
오금약 에서 홍제력 까지 가는 길 알려줘,오금역,홍제역,오금약,홍제력,all_noisy_station_surface,route_search,train
화곡 여기 부터 개봉약 까지 대중교통 알려줘,화곡역,개봉역,화곡 여기,개봉약,all_noisy_station_surface,route_search,train
숙대입구력 방향 막차 홍대 입고 에서 탈 수 있나요,홍대입구역,숙대입구역,홍대 입고,숙대입구력,all_noisy_station_surface,last_train_check,train
독립문약 부터 매봉 까지 대중교통 알려줘,독립문역,매봉역,독립문약,매봉,all_noisy_station_surface,route_search,train
구로 역 에서 방이에 까지 지금 지하철 탈 수 있어,구로역,방이역,구로 역,방이에,all_noisy_station_surface,subway_availability_check,train
종합운동장 에서 강변약 까지 지금 지하철 탈 수 있어,종합운동장역,강변역,종합운동장,강변약,all_noisy_station_surface,subway_availability_check,train
사당력 에서 사울약 까지 다른 방법 알려줘,사당역,서울역,사당력,사울약,all_noisy_station_surface,alternative_route,train
녹사 평 방향 막차 마곡 역 에서 탈 수 있나요,마곡역,녹사평역,마곡 역,녹사 평,all_noisy_station_surface,last_train_check,train
수서 여기 방향 막차 성수 여기 에서 탈 수 있나요,성수역,수서역,성수 여기,수서 여기,all_noisy_station_surface,last_train_check,train
당산 여기 에서 충정로역이 까지 택시 말고 가는 방법 있어,당산역,충정로역,당산 여기,충정로역이,all_noisy_station_surface,alternative_route,train
지금 신촌 여기 에서 방이력 까지 막차 탈 수 있어,신촌역,방이역,신촌 여기,방이력,all_noisy_station_surface,last_train_check,train
방이 에서 역삼역이 까지 막차 남았어,방이역,역삼역,방이,역삼역이,all_noisy_station_surface,last_train_check,train
천호에 에서 신설동에 까지 가는 길 알려줘,천호역,신설동역,천호에,신설동에,all_noisy_station_surface,route_search,train
여의도약 에서 도곡역이 까지 막차 남았어,여의도역,도곡역,여의도약,도곡역이,all_noisy_station_surface,last_train_check,train
화곡 부터 구의 까지 대중교통 알려줘,화곡역,구의역,화곡,구의,all_noisy_station_surface,route_search,train
을지 로입구 에서 서울 역 까지 지금 지하철 탈 수 있어,을지로입구역,서울역,을지 로입구,서울 역,all_noisy_station_surface,subway_availability_check,train
서울 녁 에서 홍대 입구 까지 가는 길 알려줘,서울역,홍대입구역,서울 녁,홍대 입구,all_noisy_station_surface,route_search,train
녹번약 에서 사당력 까지 택시 말고 가는 방법 있어,녹번역,사당역,녹번약,사당력,all_noisy_station_surface,alternative_route,train
노량진 에서 종로3가에 까지 지하철 운행 중이야,노량진역,종로3가역,노량진,종로3가에,all_noisy_station_surface,subway_availability_check,train
을지로입고 에서 서을역 까지 막차 끊겼으면 어떻게 가,을지로입구역,서울역,을지로입고,서을역,all_noisy_station_surface,alternative_route,train
수유약 방향 막차 당산 에서 탈 수 있나요,당산역,수유역,당산,수유약,all_noisy_station_surface,last_train_check,train
홍대입고역 에서 숙대 입구 여기 까지 환승 적은 경로 알려줘,홍대입구역,숙대입구역,홍대입고역,숙대 입구 여기,all_noisy_station_surface,route_search,train
삼성에 방향 막차 방이 여기 에서 탈 수 있나요,방이역,삼성역,방이 여기,삼성에,all_noisy_station_surface,last_train_check,train
광화문 역 까지 가야 하는데 연신내약 에서 어떻게 가요,연신내역,광화문역,연신내약,광화문 역,all_noisy_station_surface,route_search,train
압구정 로데오 부터 녹사평력 까지 대중교통 알려줘,압구정로데오역,녹사평역,압구정 로데오,녹사평력,all_noisy_station_surface,route_search,train
학여울 부터 종로 삼가역 까지 대중교통 알려줘,학여울역,종로3가역,학여울,종로 삼가역,all_noisy_station_surface,route_search,train
석촌역이 에서 매봉 역 까지 막차 남았어,석촌역,매봉역,석촌역이,매봉 역,all_noisy_station_surface,last_train_check,train
홍대 이꾸역 방향 막차 발산약 에서 탈 수 있나요,발산역,홍대입구역,발산약,홍대 이꾸역,all_noisy_station_surface,last_train_check,train
구의에 에서 개봉력 까지 가는 길 알려줘,구의역,개봉역,구의에,개봉력,all_noisy_station_surface,route_search,train
무악 재 에서 우장산력 까지 택시 말고 가는 방법 있어,무악재역,우장산역,무악 재,우장산력,all_noisy_station_surface,alternative_route,train
합정력 에서 녹번 역 까지 막차 끊겼으면 어떻게 가,합정역,녹번역,합정력,녹번 역,all_noisy_station_surface,alternative_route,train
안국력 에서 화곡역이 까지 가고 싶어요,안국역,화곡역,안국력,화곡역이,all_noisy_station_surface,route_search,train
시청에 에서 출발해서 숙대 입구 까지 가고 싶어요,시청역,숙대입구역,시청에,숙대 입구,all_noisy_station_surface,route_search,train
숙대 입구역 에서 출발해서 사울약 까지 가고 싶어요,숙대입구역,서울역,숙대 입구역,사울약,all_noisy_station_surface,route_search,train
을지로입구에 에서 구파발 역 까지 다른 방법 알려줘,을지로입구역,구파발역,을지로입구에,구파발 역,all_noisy_station_surface,alternative_route,train
사당 역 에서 사울역 까지 환승 적은 경로 알려줘,사당역,서울역,사당 역,사울역,all_noisy_station_surface,route_search,train
청량리 에서 이태원 역 까지 막차 끊겼으면 어떻게 가,청량리역,이태원역,청량리,이태원 역,all_noisy_station_surface,alternative_route,train
장지 여기 방향 막차 가락시장 에서 탈 수 있나요,가락시장역,장지역,가락시장,장지 여기,all_noisy_station_surface,last_train_check,train
상봉에 에서 동대문역이 까지 어떻게 가나요,상봉역,동대문역,상봉에,동대문역이,all_noisy_station_surface,route_search,train
뚝섬 여기 에서 시청력 까지 제일 쉬운 길 알려줘,뚝섬역,시청역,뚝섬 여기,시청력,all_noisy_station_surface,route_search,train
양재역이 에서 오금 까지 택시 말고 가는 방법 있어,양재역,오금역,양재역이,오금,all_noisy_station_surface,alternative_route,train
대치 여기 에서 상수 역 까지 마지막 지하철 있어,대치역,상수역,대치 여기,상수 역,all_noisy_station_surface,last_train_check,train
서울에 에서 홍대 입고 까지 지하철 운행 중이야,서울역,홍대입구역,서울에,홍대 입고,all_noisy_station_surface,subway_availability_check,train
복정에 에서 연신 내 까지 막차 끊겼으면 어떻게 가,복정역,연신내역,복정에,연신 내,all_noisy_station_surface,alternative_route,train
수유 역 에서 문정역이 까지 가고 싶어요,수유역,문정역,수유 역,문정역이,all_noisy_station_surface,route_search,train
여의도역이 에서 개봉역이 까지 막차 끊겼나요,여의도역,개봉역,여의도역이,개봉역이,all_noisy_station_surface,last_train_check,train
지금 동대문역사문화공원 여기 에서 마곡 여기 까지 막차 탈 수 있어,동대문역사문화공원역,마곡역,동대문역사문화공원 여기,마곡 여기,all_noisy_station_surface,last_train_check,train
개봉력 방향 막차 이데 에서 탈 수 있나요,이대역,개봉역,이데,개봉력,all_noisy_station_surface,last_train_check,train
을지로입고 에서 서을역 까지 제일 쉬운 길 알려줘,을지로입구역,서울역,을지로입고,서을역,all_noisy_station_surface,route_search,train
서울역이 에서 숙대입고역 까지 가고 싶어요,서울역,숙대입구역,서울역이,숙대입고역,all_noisy_station_surface,route_search,train
마포 여기 에서 여의도에 까지 지하철 운행 중이야,마포역,여의도역,마포 여기,여의도에,all_noisy_station_surface,subway_availability_check,train
김포 공항역 에서 잠실약 까지 막차 끊겼나요,김포공항역,잠실역,김포 공항역,잠실약,all_noisy_station_surface,last_train_check,train
봉은사력 에서 화곡에 까지 막차 남았어,봉은사역,화곡역,봉은사력,화곡에,all_noisy_station_surface,last_train_check,train
학여 울역 에서 삼성에 까지 어떻게 가나요,학여울역,삼성역,학여 울역,삼성에,all_noisy_station_surface,route_search,train
서울 에서 을지로입구약 까지 막차 끊겼으면 어떻게 가,서울역,을지로입구역,서울,을지로입구약,all_noisy_station_surface,alternative_route,train
서을역 에서 을지로입구에 까지 지하철 운행 중이야,서울역,을지로입구역,서을역,을지로입구에,all_noisy_station_surface,subway_availability_check,train
도곡약 에서 장지 역 까지 막차 남았어,도곡역,장지역,도곡약,장지 역,all_noisy_station_surface,last_train_check,train
시청력 에서 숙대입구역이 까지 가는 길 알려줘,시청역,숙대입구역,시청력,숙대입구역이,all_noisy_station_surface,route_search,train
수유역이 에서 애오개력 까지 마지막 지하철 있어,수유역,애오개역,수유역이,애오개력,all_noisy_station_surface,last_train_check,train
